source_user,target_user,interaction_type,weight,timestamp
bot_046,user_0083,mention,1,2025-05-21 14:36:53.744454
bot_026,user_0706,follow,1,2025-05-18 14:36:53.744664
bot_055,user_0603,follow,1,2025-05-19 14:36:53.744866
bot_046,user_0868,follow,1,2025-05-20 14:36:53.745085
bot_005,user_0658,follow,1,2025-05-19 14:36:53.745288
bot_002,user_0506,follow,1,2025-05-22 14:36:53.745490
bot_037,user_0526,mention,1,2025-05-19 14:36:53.745738
bot_034,user_0831,follow,1,2025-05-23 14:36:53.746047
bot_023,user_0523,mention,1,2025-05-20 14:36:53.746301
bot_079,user_0538,mention,1,2025-05-20 14:36:53.746514
bot_045,user_0656,follow,1,2025-05-19 14:36:53.746716
bot_007,user_0590,follow,1,2025-05-18 14:36:53.746922
bot_049,user_0198,follow,1,2025-05-19 14:36:53.747125
bot_063,user_0692,mention,1,2025-05-20 14:36:53.747325
bot_002,user_0915,mention,1,2025-05-23 14:36:53.747531
bot_077,user_0454,follow,1,2025-05-18 14:36:53.747733
bot_008,user_0677,mention,1,2025-05-23 14:36:53.747935
bot_059,user_0830,mention,1,2025-05-18 14:36:53.748141
bot_001,user_0343,mention,1,2025-05-21 14:36:53.748341
bot_063,user_0716,follow,1,2025-05-19 14:36:53.748543
bot_017,user_0319,mention,1,2025-05-18 14:36:53.748743
bot_037,user_0543,follow,1,2025-05-19 14:36:53.748943
bot_032,user_0101,follow,1,2025-05-21 14:36:53.749144
bot_050,user_0087,follow,1,2025-05-23 14:36:53.749344
bot_075,user_0888,mention,1,2025-05-18 14:36:53.749545
bot_019,user_0672,mention,1,2025-05-22 14:36:53.749744
bot_001,user_0224,follow,1,2025-05-23 14:36:53.749957
bot_076,user_0588,mention,1,2025-05-22 14:36:53.750194
bot_021,user_0102,mention,1,2025-05-18 14:36:53.750412
bot_045,user_0121,mention,1,2025-05-22 14:36:53.750722
bot_043,user_0304,mention,1,2025-05-21 14:36:53.750947
bot_060,user_0634,mention,1,2025-05-23 14:36:53.751162
bot_005,user_0072,follow,1,2025-05-23 14:36:53.751370
bot_075,user_0263,mention,1,2025-05-22 14:36:53.751579
bot_061,user_0083,mention,1,2025-05-21 14:36:53.751781
bot_006,user_0458,mention,1,2025-05-20 14:36:53.751986
bot_005,user_0313,mention,1,2025-05-22 14:36:53.752189
bot_002,user_0126,follow,1,2025-05-20 14:36:53.752404
bot_013,user_0011,follow,1,2025-05-20 14:36:53.752619
bot_012,user_0536,follow,1,2025-05-21 14:36:53.752830
bot_018,user_0566,mention,1,2025-05-20 14:36:53.753039
bot_044,user_0903,follow,1,2025-05-19 14:36:53.753244
bot_054,user_0287,follow,1,2025-05-20 14:36:53.753444
bot_069,user_0913,follow,1,2025-05-18 14:36:53.753648
bot_036,user_0351,mention,1,2025-05-23 14:36:53.753849
bot_058,user_0642,mention,1,2025-05-22 14:36:53.754089
bot_034,user_0444,follow,1,2025-05-18 14:36:53.754299
bot_062,user_0206,follow,1,2025-05-20 14:36:53.754639
bot_048,user_0861,follow,1,2025-05-22 14:36:53.755024
bot_060,user_0023,mention,1,2025-05-19 14:36:53.755243
bot_003,user_0731,mention,1,2025-05-18 14:36:53.755453
bot_019,user_0151,mention,1,2025-05-23 14:36:53.755656
bot_050,user_0607,follow,1,2025-05-20 14:36:53.755857
bot_065,user_0334,mention,1,2025-05-20 14:36:53.756065
bot_005,user_0294,mention,1,2025-05-21 14:36:53.756266
bot_057,user_0245,follow,1,2025-05-20 14:36:53.756491
bot_002,user_0236,mention,1,2025-05-19 14:36:53.756728
bot_014,user_0736,follow,1,2025-05-22 14:36:53.756963
bot_007,user_0099,mention,1,2025-05-18 14:36:53.757176
bot_041,user_0525,mention,1,2025-05-22 14:36:53.757377
bot_036,user_0836,mention,1,2025-05-19 14:36:53.757587
bot_040,user_0317,mention,1,2025-05-20 14:36:53.757789
bot_013,user_0503,follow,1,2025-05-23 14:36:53.758002
bot_001,user_0742,mention,1,2025-05-23 14:36:53.758242
bot_027,user_0065,follow,1,2025-05-19 14:36:53.758461
bot_004,user_0448,mention,1,2025-05-20 14:36:53.758728
bot_055,user_0675,follow,1,2025-05-21 14:36:53.759000
bot_009,user_0706,mention,1,2025-05-18 14:36:53.759208
bot_079,user_0604,mention,1,2025-05-20 14:36:53.759415
bot_000,user_0132,mention,1,2025-05-21 14:36:53.759616
bot_075,user_0512,follow,1,2025-05-18 14:36:53.759816
bot_027,user_0120,follow,1,2025-05-19 14:36:53.760023
bot_046,user_0203,follow,1,2025-05-23 14:36:53.760228
