user_id,is_bot,bot_type
user_0178,False,human
user_0179,False,human
user_0180,False,human
user_0181,False,human
user_0182,False,human
user_0183,False,human
user_0184,False,human
user_0185,False,human
user_0186,False,human
user_0187,False,human
user_0188,False,human
user_0189,False,human
user_0190,False,human
user_0191,False,human
user_0192,False,human
user_0193,False,human
user_0194,False,human
user_0195,False,human
user_0196,False,human
user_0197,False,human
user_0198,False,human
user_0199,False,human
user_0200,False,human
user_0201,False,human
user_0202,False,human
user_0203,False,human
user_0204,False,human
user_0205,False,human
user_0206,False,human
user_0207,False,human
user_0208,False,human
user_0209,False,human
user_0210,False,human
user_0211,False,human
user_0212,False,human
user_0213,False,human
user_0214,False,human
user_0215,False,human
user_0216,False,human
user_0217,False,human
user_0218,False,human
user_0219,False,human
user_0220,False,human
user_0221,False,human
user_0222,False,human
user_0223,False,human
user_0224,False,human
user_0225,False,human
user_0226,False,human
user_0227,False,human
user_0228,False,human
user_0229,False,human
user_0230,False,human
user_0231,False,human
user_0232,False,human
user_0233,False,human
user_0234,False,human
user_0235,False,human
user_0236,False,human
user_0237,False,human
user_0238,False,human
user_0239,False,human
user_0240,False,human
user_0241,False,human
user_0242,False,human
user_0243,False,human
user_0244,False,human
user_0245,False,human
user_0246,False,human
user_0247,False,human
user_0248,False,human
user_0249,False,human
user_0250,False,human
user_0251,False,human
user_0252,False,human
user_0253,False,human
user_0254,False,human
user_0255,False,human
user_0256,False,human
user_0257,False,human
user_0258,False,human
user_0259,False,human
user_0260,False,human
user_0261,False,human
user_0262,False,human
user_0263,False,human
user_0264,False,human
user_0265,False,human
user_0266,False,human
user_0267,False,human
user_0268,False,human
user_0269,False,human
user_0270,False,human
user_0271,False,human
user_0272,False,human
user_0273,False,human
user_0274,False,human
user_0275,False,human
user_0276,False,human
user_0277,False,human
user_0278,False,human
user_0279,False,human
user_0280,False,human
user_0281,False,human
user_0282,False,human
user_0283,False,human
user_0284,False,human
user_0285,False,human
user_0286,False,human
user_0287,False,human
user_0288,False,human
user_0289,False,human
user_0290,False,human
user_0291,False,human
user_0292,False,human
user_0293,False,human
user_0294,False,human
user_0295,False,human
user_0296,False,human
user_0297,False,human
user_0298,False,human
user_0299,False,human
user_0300,False,human
user_0301,False,human
user_0302,False,human
user_0303,False,human
user_0304,False,human
user_0305,False,human
user_0306,False,human
user_0307,False,human
user_0308,False,human
user_0309,False,human
user_0310,False,human
user_0311,False,human
user_0312,False,human
user_0313,False,human
user_0314,False,human
user_0315,False,human
user_0316,False,human
user_0317,False,human
user_0318,False,human
user_0319,False,human
user_0320,False,human
user_0321,False,human
user_0322,False,human
user_0323,False,human
user_0324,False,human
user_0325,False,human
user_0326,False,human
user_0327,False,human
user_0328,False,human
user_0329,False,human
user_0330,False,human
user_0331,False,human
user_0332,False,human
user_0333,False,human
user_0334,False,human
user_0335,False,human
user_0336,False,human
user_0337,False,human
user_0338,False,human
user_0339,False,human
user_0340,False,human
user_0341,False,human
user_0342,False,human
user_0343,False,human
user_0344,False,human
user_0345,False,human
user_0346,False,human
user_0347,False,human
user_0348,False,human
user_0349,False,human
user_0350,False,human
user_0351,False,human
user_0352,False,human
user_0353,False,human
user_0354,False,human
user_0355,False,human
user_0356,False,human
user_0357,False,human
user_0358,False,human
user_0359,False,human
user_0360,False,human
user_0361,False,human
user_0362,False,human
user_0363,False,human
user_0364,False,human
user_0365,False,human
user_0366,False,human
user_0367,False,human
user_0368,False,human
user_0369,False,human
user_0370,False,human
user_0371,False,human
user_0372,False,human
user_0373,False,human
user_0374,False,human
user_0375,False,human
user_0376,False,human
user_0377,False,human
user_0378,False,human
user_0379,False,human
user_0380,False,human
user_0381,False,human
user_0382,False,human
user_0383,False,human
user_0384,False,human
user_0385,False,human
user_0386,False,human
user_0387,False,human
user_0388,False,human
user_0389,False,human
user_0390,False,human
user_0391,False,human
user_0392,False,human
user_0393,False,human
user_0394,False,human
user_0395,False,human
user_0396,False,human
user_0397,False,human
user_0398,False,human
user_0399,False,human
user_0400,False,human
user_0401,False,human
user_0402,False,human
user_0403,False,human
user_0404,False,human
user_0405,False,human
user_0406,False,human
user_0407,False,human
user_0408,False,human
user_0409,False,human
user_0410,False,human
user_0411,False,human
user_0412,False,human
user_0413,False,human
user_0414,False,human
user_0415,False,human
user_0416,False,human
user_0417,False,human
user_0418,False,human
user_0419,False,human
user_0420,False,human
user_0421,False,human
user_0422,False,human
user_0423,False,human
user_0424,False,human
user_0425,False,human
user_0426,False,human
user_0427,False,human
user_0428,False,human
user_0429,False,human
user_0430,False,human
user_0431,False,human
user_0432,False,human
user_0433,False,human
user_0434,False,human
user_0435,False,human
user_0436,False,human
user_0437,False,human
user_0438,False,human
user_0439,False,human
user_0440,False,human
user_0441,False,human
user_0442,False,human
user_0443,False,human
user_0444,False,human
user_0445,False,human
user_0446,False,human
user_0447,False,human
user_0448,False,human
user_0449,False,human
user_0450,False,human
user_0451,False,human
user_0452,False,human
user_0453,False,human
user_0454,False,human
user_0455,False,human
user_0456,False,human
user_0457,False,human
user_0458,False,human
user_0459,False,human
user_0460,False,human
user_0461,False,human
user_0462,False,human
user_0463,False,human
user_0464,False,human
user_0465,False,human
user_0466,False,human
user_0467,False,human
user_0468,False,human
user_0469,False,human
user_0470,False,human
user_0471,False,human
user_0472,False,human
user_0473,False,human
user_0474,False,human
user_0475,False,human
user_0476,False,human
user_0477,False,human
user_0478,False,human
user_0479,False,human
user_0480,False,human
user_0481,False,human
user_0482,False,human
user_0483,False,human
user_0484,False,human
user_0485,False,human
user_0486,False,human
user_0487,False,human
user_0488,False,human
user_0489,False,human
user_0490,False,human
user_0491,False,human
user_0492,False,human
user_0493,False,human
user_0494,False,human
user_0495,False,human
user_0496,False,human
user_0497,False,human
user_0498,False,human
user_0499,False,human
user_0500,False,human
user_0501,False,human
user_0502,False,human
user_0503,False,human
user_0504,False,human
user_0505,False,human
user_0506,False,human
user_0507,False,human
user_0508,False,human
user_0509,False,human
user_0510,False,human
user_0511,False,human
user_0512,False,human
user_0513,False,human
user_0514,False,human
user_0515,False,human
user_0516,False,human
user_0517,False,human
user_0518,False,human
user_0519,False,human
user_0520,False,human
user_0521,False,human
user_0522,False,human
user_0523,False,human
user_0524,False,human
user_0525,False,human
user_0526,False,human
user_0527,False,human
user_0528,False,human
user_0529,False,human
user_0530,False,human
user_0531,False,human
user_0532,False,human
user_0533,False,human
user_0534,False,human
user_0535,False,human
user_0536,False,human
user_0537,False,human
user_0538,False,human
user_0539,False,human
user_0540,False,human
user_0541,False,human
user_0542,False,human
user_0543,False,human
user_0544,False,human
user_0545,False,human
user_0546,False,human
user_0547,False,human
user_0548,False,human
user_0549,False,human
user_0550,False,human
user_0551,False,human
user_0552,False,human
user_0553,False,human
user_0554,False,human
user_0555,False,human
user_0556,False,human
user_0557,False,human
user_0558,False,human
user_0559,False,human
user_0560,False,human
user_0561,False,human
user_0562,False,human
user_0563,False,human
user_0564,False,human
user_0565,False,human
user_0566,False,human
user_0567,False,human
user_0568,False,human
user_0569,False,human
user_0570,False,human
user_0571,False,human
user_0572,False,human
user_0573,False,human
user_0574,False,human
user_0575,False,human
user_0576,False,human
user_0577,False,human
user_0578,False,human
user_0579,False,human
user_0580,False,human
user_0581,False,human
user_0582,False,human
user_0583,False,human
user_0584,False,human
user_0585,False,human
user_0586,False,human
user_0587,False,human
user_0588,False,human
user_0589,False,human
user_0590,False,human
user_0591,False,human
user_0592,False,human
user_0593,False,human
user_0594,False,human
user_0595,False,human
user_0596,False,human
user_0597,False,human
user_0598,False,human
user_0599,False,human
user_0600,False,human
user_0601,False,human
user_0602,False,human
user_0603,False,human
user_0604,False,human
user_0605,False,human
user_0606,False,human
user_0607,False,human
user_0608,False,human
user_0609,False,human
user_0610,False,human
user_0611,False,human
user_0612,False,human
user_0613,False,human
user_0614,False,human
user_0615,False,human
user_0616,False,human
user_0617,False,human
user_0618,False,human
user_0619,False,human
user_0620,False,human
user_0621,False,human
user_0622,False,human
user_0623,False,human
user_0624,False,human
user_0625,False,human
user_0626,False,human
user_0627,False,human
user_0628,False,human
user_0629,False,human
user_0630,False,human
user_0631,False,human
user_0632,False,human
user_0633,False,human
user_0634,False,human
user_0635,False,human
user_0636,False,human
user_0637,False,human
user_0638,False,human
user_0639,False,human
user_0640,False,human
user_0641,False,human
user_0642,False,human
user_0643,False,human
user_0644,False,human
user_0645,False,human
user_0646,False,human
user_0647,False,human
user_0648,False,human
user_0649,False,human
user_0650,False,human
user_0651,False,human
user_0652,False,human
user_0653,False,human
user_0654,False,human
user_0655,False,human
user_0656,False,human
user_0657,False,human
user_0658,False,human
user_0659,False,human
user_0660,False,human
user_0661,False,human
user_0662,False,human
user_0663,False,human
user_0664,False,human
user_0665,False,human
user_0666,False,human
user_0667,False,human
user_0668,False,human
user_0669,False,human
user_0670,False,human
user_0671,False,human
user_0672,False,human
user_0673,False,human
user_0674,False,human
user_0675,False,human
user_0676,False,human
user_0677,False,human
user_0678,False,human
user_0679,False,human
user_0680,False,human
user_0681,False,human
user_0682,False,human
user_0683,False,human
user_0684,False,human
user_0685,False,human
user_0686,False,human
user_0687,False,human
user_0688,False,human
user_0689,False,human
user_0690,False,human
user_0691,False,human
user_0692,False,human
user_0693,False,human
user_0694,False,human
user_0695,False,human
user_0696,False,human
user_0697,False,human
user_0698,False,human
user_0699,False,human
user_0700,False,human
user_0701,False,human
user_0702,False,human
user_0703,False,human
user_0704,False,human
user_0705,False,human
user_0706,False,human
user_0707,False,human
user_0708,False,human
user_0709,False,human
user_0710,False,human
user_0711,False,human
user_0712,False,human
user_0713,False,human
user_0714,False,human
user_0715,False,human
user_0716,False,human
user_0717,False,human
user_0718,False,human
user_0719,False,human
user_0720,False,human
user_0721,False,human
user_0722,False,human
user_0723,False,human
user_0724,False,human
user_0725,False,human
user_0726,False,human
user_0727,False,human
user_0728,False,human
user_0729,False,human
user_0730,False,human
user_0731,False,human
user_0732,False,human
user_0733,False,human
user_0734,False,human
user_0735,False,human
user_0736,False,human
user_0737,False,human
user_0738,False,human
user_0739,False,human
user_0740,False,human
user_0741,False,human
user_0742,False,human
user_0743,False,human
user_0744,False,human
user_0745,False,human
user_0746,False,human
user_0747,False,human
user_0748,False,human
user_0749,False,human
user_0750,False,human
user_0751,False,human
user_0752,False,human
user_0753,False,human
user_0754,False,human
user_0755,False,human
user_0756,False,human
user_0757,False,human
user_0758,False,human
user_0759,False,human
user_0760,False,human
user_0761,False,human
user_0762,False,human
user_0763,False,human
user_0764,False,human
user_0765,False,human
user_0766,False,human
user_0767,False,human
user_0768,False,human
user_0769,False,human
user_0770,False,human
user_0771,False,human
user_0772,False,human
user_0773,False,human
user_0774,False,human
user_0775,False,human
user_0776,False,human
user_0777,False,human
user_0778,False,human
user_0779,False,human
user_0780,False,human
user_0781,False,human
user_0782,False,human
user_0783,False,human
user_0784,False,human
user_0785,False,human
user_0786,False,human
user_0787,False,human
user_0788,False,human
user_0789,False,human
user_0790,False,human
user_0791,False,human
user_0792,False,human
user_0793,False,human
user_0794,False,human
user_0795,False,human
user_0796,False,human
user_0797,False,human
user_0798,False,human
user_0799,False,human
user_0800,False,human
user_0801,False,human
user_0802,False,human
user_0803,False,human
user_0804,False,human
user_0805,False,human
user_0806,False,human
user_0807,False,human
user_0808,False,human
user_0809,False,human
user_0810,False,human
user_0811,False,human
user_0812,False,human
user_0813,False,human
user_0814,False,human
user_0815,False,human
user_0816,False,human
user_0817,False,human
user_0818,False,human
user_0819,False,human
user_0820,False,human
user_0821,False,human
user_0822,False,human
user_0823,False,human
user_0824,False,human
user_0825,False,human
user_0826,False,human
user_0827,False,human
user_0828,False,human
user_0829,False,human
user_0830,False,human
user_0831,False,human
user_0832,False,human
user_0833,False,human
user_0834,False,human
user_0835,False,human
user_0836,False,human
user_0837,False,human
user_0838,False,human
user_0839,False,human
user_0840,False,human
user_0841,False,human
user_0842,False,human
user_0843,False,human
user_0844,False,human
user_0845,False,human
user_0846,False,human
user_0847,False,human
user_0848,False,human
user_0849,False,human
user_0850,False,human
user_0851,False,human
user_0852,False,human
user_0853,False,human
user_0854,False,human
user_0855,False,human
user_0856,False,human
user_0857,False,human
user_0858,False,human
user_0859,False,human
user_0860,False,human
user_0861,False,human
user_0862,False,human
user_0863,False,human
user_0864,False,human
user_0865,False,human
user_0866,False,human
user_0867,False,human
user_0868,False,human
user_0869,False,human
user_0870,False,human
user_0871,False,human
user_0872,False,human
user_0873,False,human
user_0874,False,human
user_0875,False,human
user_0876,False,human
user_0877,False,human
user_0878,False,human
user_0879,False,human
user_0880,False,human
user_0881,False,human
user_0882,False,human
user_0883,False,human
user_0884,False,human
user_0885,False,human
user_0886,False,human
user_0887,False,human
user_0888,False,human
user_0889,False,human
user_0890,False,human
user_0891,False,human
user_0892,False,human
user_0893,False,human
user_0894,False,human
user_0895,False,human
user_0896,False,human
user_0897,False,human
user_0898,False,human
user_0899,False,human
user_0900,False,human
user_0901,False,human
user_0902,False,human
user_0903,False,human
user_0904,False,human
user_0905,False,human
user_0906,False,human
user_0907,False,human
user_0908,False,human
user_0909,False,human
user_0910,False,human
user_0911,False,human
user_0912,False,human
user_0913,False,human
user_0914,False,human
user_0915,False,human
user_0916,False,human
user_0917,False,human
user_0918,False,human
user_0919,False,human
